Model,Epoch,Train Loss,Validation Loss,Train MSE,Validation MSE,Train MAE,Validation MAE
Bidirectional Deep LSTM,100,59.34431838989258,66.15348052978516,59.34431838989258,66.15348052978516,5.527906894683838,5.706787109375
Bidirectional Deep LSTM,101,59.08294677734375,65.37586212158203,59.08294677734375,65.37586212158203,5.509181976318359,5.77619743347168
Bidirectional Deep LSTM,102,58.51714324951172,64.15081787109375,58.51714324951172,64.15081787109375,5.477745532989502,5.638537406921387
Bidirectional Deep LSTM,103,58.392677307128906,64.10679626464844,58.392677307128906,64.10679626464844,5.472937107086182,5.636551380157471
Bidirectional Deep LSTM,104,57.85470962524414,65.21214294433594,57.85470962524414,65.21214294433594,5.454977512359619,5.748596668243408
Bidirectional Deep LSTM,105,56.52571487426758,66.57929992675781,56.52571487426758,66.57929992675781,5.359612464904785,5.794651508331299
Bidirectional Deep LSTM,106,57.006500244140625,63.67702102661133,57.006500244140625,63.67702102661133,5.3920769691467285,5.673431396484375
Bidirectional Deep LSTM,107,56.48223114013672,60.82501983642578,56.48223114013672,60.82501983642578,5.364963054656982,5.529883861541748
Bidirectional Deep LSTM,108,55.154502868652344,59.89289855957031,55.154502868652344,59.89289855957031,5.296351432800293,5.44697904586792
Bidirectional Deep LSTM,109,55.153228759765625,65.78433227539062,55.153228759765625,65.78433227539062,5.29685640335083,5.789394378662109
Bidirectional Deep LSTM,110,54.523677825927734,62.822147369384766,54.523677825927734,62.822147369384766,5.271270275115967,5.619442939758301
Bidirectional Deep LSTM,111,53.742374420166016,58.734031677246094,53.742374420166016,58.734031677246094,5.214466571807861,5.42423152923584
Bidirectional Deep LSTM,112,53.18598175048828,59.080780029296875,53.18598175048828,59.080780029296875,5.172796249389648,5.396346569061279
Bidirectional Deep LSTM,113,53.39196014404297,58.31796646118164,53.39196014404297,58.31796646118164,5.188254356384277,5.34623908996582
Bidirectional Deep LSTM,114,52.82406234741211,67.66267395019531,52.82406234741211,67.66267395019531,5.1645941734313965,5.836676597595215
Bidirectional Deep LSTM,115,52.17420196533203,58.97974395751953,52.17420196533203,58.97974395751953,5.131940841674805,5.441281795501709
Bidirectional Deep LSTM,116,52.20785903930664,56.35712432861328,52.20785903930664,56.35712432861328,5.128817558288574,5.282740116119385
Bidirectional Deep LSTM,117,51.27162551879883,56.60987091064453,51.27162551879883,56.60987091064453,5.072887897491455,5.278518199920654
Bidirectional Deep LSTM,118,50.727783203125,55.87485885620117,50.727783203125,55.87485885620117,5.053618431091309,5.237945079803467
Bidirectional Deep LSTM,119,50.48313522338867,57.22118377685547,50.48313522338867,57.22118377685547,5.025094032287598,5.299827575683594
Bidirectional Deep LSTM,120,50.290775299072266,57.238243103027344,50.290775299072266,57.238243103027344,5.022634983062744,5.250731945037842
Bidirectional Deep LSTM,121,50.25136184692383,56.322330474853516,50.25136184692383,56.322330474853516,5.020474433898926,5.229917526245117
Bidirectional Deep LSTM,122,49.157596588134766,55.756004333496094,49.157596588134766,55.756004333496094,4.9544196128845215,5.197151184082031
Bidirectional Deep LSTM,123,49.682090759277344,58.57842254638672,49.682090759277344,58.57842254638672,4.9893951416015625,5.298144817352295
Bidirectional Deep LSTM,124,49.28632354736328,55.49379348754883,49.28632354736328,55.49379348754883,4.965710163116455,5.187077045440674
Bidirectional Deep LSTM,125,48.79829406738281,54.06554412841797,48.79829406738281,54.06554412841797,4.930471897125244,5.101400375366211
Bidirectional Deep LSTM,126,48.17516326904297,53.84804916381836,48.17516326904297,53.84804916381836,4.894551753997803,5.136198997497559
Bidirectional Deep LSTM,127,48.552242279052734,54.910743713378906,48.552242279052734,54.910743713378906,4.924184799194336,5.192710876464844
Bidirectional Deep LSTM,128,48.36028289794922,54.78832244873047,48.36028289794922,54.78832244873047,4.906617641448975,5.223812580108643
Bidirectional Deep LSTM,129,48.235836029052734,53.535728454589844,48.235836029052734,53.535728454589844,4.894843578338623,5.047578811645508
Bidirectional Deep LSTM,130,47.58488845825195,53.45256042480469,47.58488845825195,53.45256042480469,4.861544609069824,5.035207748413086
Bidirectional Deep LSTM,131,46.96567153930664,56.52687454223633,46.96567153930664,56.52687454223633,4.813693046569824,5.18994140625
Bidirectional Deep LSTM,132,46.45419692993164,52.139896392822266,46.45419692993164,52.139896392822266,4.7927045822143555,5.020143032073975
Bidirectional Deep LSTM,133,47.8229866027832,52.34235763549805,47.8229866027832,52.34235763549805,4.8815155029296875,5.015185356140137
Bidirectional Deep LSTM,134,46.4544677734375,52.21889114379883,46.4544677734375,52.21889114379883,4.789557933807373,4.987828254699707
Bidirectional Deep LSTM,135,45.64701461791992,52.25381851196289,45.64701461791992,52.25381851196289,4.75014591217041,5.078996181488037
Bidirectional Deep LSTM,136,47.2506103515625,51.152828216552734,47.2506103515625,51.152828216552734,4.830680847167969,5.013729095458984
Bidirectional Deep LSTM,137,45.38278579711914,51.05281448364258,45.38278579711914,51.05281448364258,4.727612495422363,4.959046840667725
Bidirectional Deep LSTM,138,44.76638412475586,51.131072998046875,44.76638412475586,51.131072998046875,4.679623603820801,4.948146343231201
Bidirectional Deep LSTM,139,44.90648651123047,49.890079498291016,44.90648651123047,49.890079498291016,4.710132598876953,4.882853031158447
Bidirectional Deep LSTM,140,46.216087341308594,53.8841438293457,46.216087341308594,53.8841438293457,4.766794204711914,5.117849349975586
Bidirectional Deep LSTM,141,44.92702102661133,50.82832717895508,44.92702102661133,50.82832717895508,4.700774669647217,4.926987171173096
Bidirectional Deep LSTM,142,44.911705017089844,50.18272018432617,44.911705017089844,50.18272018432617,4.697996139526367,4.938620567321777
Bidirectional Deep LSTM,143,44.29397964477539,49.88365936279297,44.29397964477539,49.88365936279297,4.661720275878906,4.911835670471191
Bidirectional Deep LSTM,144,43.913597106933594,50.319969177246094,43.913597106933594,50.319969177246094,4.634075164794922,4.992913246154785
Bidirectional Deep LSTM,145,44.35667419433594,50.902442932128906,44.35667419433594,50.902442932128906,4.664400577545166,4.882616996765137
Bidirectional Deep LSTM,146,43.1895751953125,49.37540817260742,43.1895751953125,49.37540817260742,4.592243671417236,4.863463878631592
Bidirectional Deep LSTM,147,43.20984649658203,49.70769119262695,43.20984649658203,49.70769119262695,4.598308563232422,4.912904739379883
Bidirectional Deep LSTM,148,43.42627716064453,49.68227767944336,43.42627716064453,49.68227767944336,4.6045451164245605,4.901411533355713
Bidirectional Deep LSTM,149,43.14743423461914,49.2159538269043,43.14743423461914,49.2159538269043,4.588794231414795,4.863771438598633
Bidirectional Deep LSTM,150,42.0517463684082,49.429656982421875,42.0517463684082,49.429656982421875,4.53136682510376,4.876107692718506
LSTM with Batch Normalization,1,4651.85009765625,4563.8720703125,4651.85009765625,4563.8720703125,60.99239730834961,60.18233108520508
LSTM with Batch Normalization,2,4620.8115234375,4539.23193359375,4620.8115234375,4539.23193359375,60.832950592041016,60.09739685058594
LSTM with Batch Normalization,3,4567.99267578125,4385.888671875,4567.99267578125,4385.888671875,60.543243408203125,59.139156341552734
LSTM with Batch Normalization,4,4487.298828125,4384.712890625,4487.298828125,4384.712890625,60.1171760559082,59.27717971801758
LSTM with Batch Normalization,5,4400.99169921875,4292.5517578125,4400.99169921875,4292.5517578125,59.571651458740234,58.66463088989258
LSTM with Batch Normalization,6,4299.11962890625,4188.00537109375,4299.11962890625,4188.00537109375,58.910919189453125,58.02956008911133
LSTM with Batch Normalization,7,4186.67724609375,4059.7255859375,4186.67724609375,4059.7255859375,58.14422607421875,57.102603912353516
LSTM with Batch Normalization,8,4063.637451171875,3897.06787109375,4063.637451171875,3897.06787109375,57.283531188964844,55.999290466308594
LSTM with Batch Normalization,9,3927.637451171875,3804.0869140625,3927.637451171875,3804.0869140625,56.33058166503906,55.33034133911133
LSTM with Batch Normalization,10,3787.547119140625,3659.570068359375,3787.547119140625,3659.570068359375,55.289405822753906,54.198760986328125
LSTM with Batch Normalization,11,3644.45556640625,3514.970703125,3644.45556640625,3514.970703125,54.177059173583984,53.067813873291016
LSTM with Batch Normalization,12,3495.07763671875,3368.692138671875,3495.07763671875,3368.692138671875,52.991519927978516,51.87959671020508
LSTM with Batch Normalization,13,3341.307861328125,3223.363037109375,3341.307861328125,3223.363037109375,51.74177551269531,50.90153121948242
LSTM with Batch Normalization,14,3174.305908203125,3061.927978515625,3174.305908203125,3061.927978515625,50.42214584350586,49.45677947998047
LSTM with Batch Normalization,15,3016.163330078125,2884.502197265625,3016.163330078125,2884.502197265625,49.04597854614258,47.8666877746582
LSTM with Batch Normalization,16,2853.9599609375,2700.592529296875,2853.9599609375,2700.592529296875,47.61509704589844,46.12641906738281
LSTM with Batch Normalization,17,2695.36865234375,2573.73974609375,2695.36865234375,2573.73974609375,46.141361236572266,44.968387603759766
LSTM with Batch Normalization,18,2537.59326171875,2414.438720703125,2537.59326171875,2414.438720703125,44.63081359863281,43.44031524658203
LSTM with Batch Normalization,19,2379.928955078125,2264.002197265625,2379.928955078125,2264.002197265625,43.0816535949707,41.93640899658203
LSTM with Batch Normalization,20,2225.599609375,2139.748779296875,2225.599609375,2139.748779296875,41.48416519165039,40.6652717590332
LSTM with Batch Normalization,21,2074.542236328125,2010.36767578125,2074.542236328125,2010.36767578125,39.877540588378906,39.31021499633789
LSTM with Batch Normalization,22,1923.83154296875,1813.9310302734375,1923.83154296875,1813.9310302734375,38.230411529541016,36.99759292602539
LSTM with Batch Normalization,23,1780.451416015625,1670.95751953125,1780.451416015625,1670.95751953125,36.56892395019531,35.31118392944336
LSTM with Batch Normalization,24,1641.4661865234375,1529.6790771484375,1641.4661865234375,1529.6790771484375,34.8819694519043,33.58011245727539
LSTM with Batch Normalization,25,1508.097412109375,1401.6617431640625,1508.097412109375,1401.6617431640625,33.208919525146484,31.908742904663086
LSTM with Batch Normalization,26,1379.9271240234375,1294.777099609375,1379.9271240234375,1294.777099609375,31.51499366760254,30.43422508239746
LSTM with Batch Normalization,27,1257.9749755859375,1143.1646728515625,1257.9749755859375,1143.1646728515625,29.81658363342285,28.177288055419922
LSTM with Batch Normalization,28,1143.210693359375,1057.8531494140625,1143.210693359375,1057.8531494140625,28.140180587768555,26.918567657470703
LSTM with Batch Normalization,29,1034.1787109375,934.1690673828125,1034.1787109375,934.1690673828125,26.494400024414062,24.866985321044922
LSTM with Batch Normalization,30,932.4943237304688,829.4778442382812,932.4943237304688,829.4778442382812,24.870223999023438,23.098840713500977
LSTM with Batch Normalization,31,841.4931030273438,760.9946899414062,841.4931030273438,760.9946899414062,23.33951187133789,21.9200496673584
LSTM with Batch Normalization,32,751.1196899414062,709.7860717773438,751.1196899414062,709.7860717773438,21.815414428710938,21.08240509033203
LSTM with Batch Normalization,33,671.4066772460938,585.5966186523438,671.4066772460938,585.5966186523438,20.392601013183594,18.66115951538086
LSTM with Batch Normalization,34,604.6348266601562,571.3869018554688,604.6348266601562,571.3869018554688,19.159719467163086,18.65890884399414
LSTM with Batch Normalization,35,540.069580078125,466.81439208984375,540.069580078125,466.81439208984375,17.969329833984375,16.34223747253418
LSTM with Batch Normalization,36,482.3951721191406,460.4471130371094,482.3951721191406,460.4471130371094,16.870573043823242,16.417495727539062
LSTM with Batch Normalization,37,425.84881591796875,397.2801818847656,425.84881591796875,397.2801818847656,15.771160125732422,15.070771217346191
LSTM with Batch Normalization,38,389.0159912109375,328.7308654785156,389.0159912109375,328.7308654785156,15.155356407165527,13.64599323272705
LSTM with Batch Normalization,39,350.4294128417969,301.89190673828125,350.4294128417969,301.89190673828125,14.353759765625,13.107491493225098
LSTM with Batch Normalization,40,320.7458801269531,258.3963317871094,320.7458801269531,258.3963317871094,13.824514389038086,12.304790496826172
LSTM with Batch Normalization,41,295.4556579589844,240.08059692382812,295.4556579589844,240.08059692382812,13.352368354797363,11.91435718536377
LSTM with Batch Normalization,42,269.47283935546875,238.2293243408203,269.47283935546875,238.2293243408203,12.777252197265625,11.876386642456055
LSTM with Batch Normalization,43,257.84246826171875,224.50108337402344,257.84246826171875,224.50108337402344,12.646228790283203,11.655638694763184
LSTM with Batch Normalization,44,237.86968994140625,222.75149536132812,237.86968994140625,222.75149536132812,12.16634750366211,11.55869197845459
LSTM with Batch Normalization,45,232.84793090820312,198.4864959716797,232.84793090820312,198.4864959716797,12.138997077941895,11.143205642700195
LSTM with Batch Normalization,46,224.36412048339844,190.75616455078125,224.36412048339844,190.75616455078125,11.981104850769043,11.110634803771973
LSTM with Batch Normalization,47,217.07069396972656,187.875244140625,217.07069396972656,187.875244140625,11.82062816619873,11.112539291381836
LSTM with Batch Normalization,48,213.54664611816406,185.01939392089844,213.54664611816406,185.01939392089844,11.724671363830566,10.85593032836914
LSTM with Batch Normalization,49,206.56838989257812,186.6717987060547,206.56838989257812,186.6717987060547,11.565349578857422,10.847440719604492
LSTM with Batch Normalization,50,201.892333984375,180.56051635742188,201.892333984375,180.56051635742188,11.431563377380371,10.700200080871582
LSTM with Batch Normalization,51,200.56568908691406,174.65054321289062,200.56568908691406,174.65054321289062,11.393281936645508,10.538805961608887
LSTM with Batch Normalization,52,197.03497314453125,172.87362670898438,197.03497314453125,172.87362670898438,11.274624824523926,10.437485694885254
LSTM with Batch Normalization,53,198.43870544433594,172.32376098632812,198.43870544433594,172.32376098632812,11.331645965576172,10.385451316833496
LSTM with Batch Normalization,54,196.69764709472656,166.16363525390625,196.69764709472656,166.16363525390625,11.25202751159668,10.070756912231445
LSTM with Batch Normalization,55,192.91993713378906,166.01588439941406,192.91993713378906,166.01588439941406,11.105324745178223,10.139239311218262
LSTM with Batch Normalization,56,190.22166442871094,165.3480987548828,190.22166442871094,165.3480987548828,11.016827583312988,10.096569061279297
LSTM with Batch Normalization,57,190.99630737304688,166.63047790527344,190.99630737304688,166.63047790527344,11.031991958618164,10.310160636901855
LSTM with Batch Normalization,58,186.9669647216797,162.7368927001953,186.9669647216797,162.7368927001953,10.914708137512207,10.001474380493164
LSTM with Batch Normalization,59,184.9557342529297,158.9718475341797,184.9557342529297,158.9718475341797,10.828558921813965,9.706143379211426
LSTM with Batch Normalization,60,186.39883422851562,163.2156982421875,186.39883422851562,163.2156982421875,10.90102481842041,9.991512298583984
LSTM with Batch Normalization,61,186.31417846679688,170.18585205078125,186.31417846679688,170.18585205078125,10.880693435668945,10.180675506591797
LSTM with Batch Normalization,62,185.2230987548828,163.72894287109375,185.2230987548828,163.72894287109375,10.831527709960938,10.009267807006836
LSTM with Batch Normalization,63,181.1380157470703,162.94874572753906,181.1380157470703,162.94874572753906,10.706677436828613,9.78322696685791
LSTM with Batch Normalization,64,182.31378173828125,159.11077880859375,182.31378173828125,159.11077880859375,10.724416732788086,9.683059692382812
LSTM with Batch Normalization,65,181.701416015625,157.73069763183594,181.701416015625,157.73069763183594,10.72075080871582,9.6235933303833
LSTM with Batch Normalization,66,181.8822784423828,158.9949951171875,181.8822784423828,158.9949951171875,10.714692115783691,9.692854881286621
LSTM with Batch Normalization,67,178.32974243164062,160.70176696777344,178.32974243164062,160.70176696777344,10.565404891967773,9.945222854614258
LSTM with Batch Normalization,68,175.45654296875,161.71791076660156,175.45654296875,161.71791076660156,10.44605541229248,9.923942565917969
LSTM with Batch Normalization,69,176.2057342529297,155.61126708984375,176.2057342529297,155.61126708984375,10.501285552978516,9.78930950164795
LSTM with Batch Normalization,70,180.43040466308594,152.02772521972656,180.43040466308594,152.02772521972656,10.63681697845459,9.345963478088379
LSTM with Batch Normalization,71,176.09861755371094,152.77383422851562,176.09861755371094,152.77383422851562,10.499524116516113,9.432147979736328
LSTM with Batch Normalization,72,167.2251739501953,149.38958740234375,167.2251739501953,149.38958740234375,10.159876823425293,9.285550117492676
LSTM with Batch Normalization,73,171.76904296875,147.80862426757812,171.76904296875,147.80862426757812,10.341282844543457,9.276082992553711
LSTM with Batch Normalization,74,172.5340118408203,148.54306030273438,172.5340118408203,148.54306030273438,10.376421928405762,9.27022647857666
LSTM with Batch Normalization,75,163.5786895751953,152.05577087402344,163.5786895751953,152.05577087402344,10.051477432250977,9.767260551452637
LSTM with Batch Normalization,76,169.83670043945312,147.34176635742188,169.83670043945312,147.34176635742188,10.296008110046387,9.350494384765625
LSTM with Batch Normalization,77,167.4051055908203,142.5358123779297,167.4051055908203,142.5358123779297,10.195594787597656,9.192500114440918
LSTM with Batch Normalization,78,164.35447692871094,139.98257446289062,164.35447692871094,139.98257446289062,10.116676330566406,8.967676162719727
LSTM with Batch Normalization,79,165.43218994140625,147.67298889160156,165.43218994140625,147.67298889160156,10.151307106018066,9.161635398864746
LSTM with Batch Normalization,80,157.8096923828125,139.50660705566406,157.8096923828125,139.50660705566406,9.873416900634766,9.07943058013916
LSTM with Batch Normalization,81,159.11427307128906,137.79086303710938,159.11427307128906,137.79086303710938,9.943857192993164,8.843667030334473
LSTM with Batch Normalization,82,159.4569854736328,137.59786987304688,159.4569854736328,137.59786987304688,9.945720672607422,9.090266227722168
LSTM with Batch Normalization,83,157.96365356445312,134.03729248046875,157.96365356445312,134.03729248046875,9.874579429626465,8.740114212036133
LSTM with Batch Normalization,84,157.2015380859375,133.67095947265625,157.2015380859375,133.67095947265625,9.902678489685059,8.857166290283203
LSTM with Batch Normalization,85,153.96820068359375,134.0220947265625,153.96820068359375,134.0220947265625,9.748592376708984,8.756780624389648
LSTM with Batch Normalization,86,149.92691040039062,134.75994873046875,149.92691040039062,134.75994873046875,9.613492012023926,9.064214706420898
LSTM with Batch Normalization,87,151.16639709472656,126.74736785888672,151.16639709472656,126.74736785888672,9.686196327209473,8.541413307189941
LSTM with Batch Normalization,88,148.1061248779297,130.79718017578125,148.1061248779297,130.79718017578125,9.587737083435059,8.731507301330566
LSTM with Batch Normalization,89,148.1420440673828,126.4623031616211,148.1420440673828,126.4623031616211,9.558775901794434,8.527759552001953
LSTM with Batch Normalization,90,142.7734375,124.393798828125,142.7734375,124.393798828125,9.35572624206543,8.382758140563965
LSTM with Batch Normalization,91,144.79373168945312,126.23870086669922,144.79373168945312,126.23870086669922,9.456650733947754,8.700613975524902
LSTM with Batch Normalization,92,142.10861206054688,125.96111297607422,142.10861206054688,125.96111297607422,9.325972557067871,8.648221015930176
LSTM with Batch Normalization,93,133.79495239257812,122.81611633300781,133.79495239257812,122.81611633300781,9.019044876098633,8.37115478515625
LSTM with Batch Normalization,94,138.90835571289062,118.44931030273438,138.90835571289062,118.44931030273438,9.229083061218262,8.275022506713867
LSTM with Batch Normalization,95,134.1089630126953,119.64122009277344,134.1089630126953,119.64122009277344,9.050738334655762,8.258131980895996
LSTM with Batch Normalization,96,132.33636474609375,115.71430969238281,132.33636474609375,115.71430969238281,9.022194862365723,8.249578475952148
LSTM with Batch Normalization,97,137.17025756835938,112.37748718261719,137.17025756835938,112.37748718261719,9.193794250488281,8.019436836242676
LSTM with Batch Normalization,98,132.21885681152344,117.59660339355469,132.21885681152344,117.59660339355469,9.001349449157715,8.458653450012207
LSTM with Batch Normalization,99,129.68426513671875,108.31375885009766,129.68426513671875,108.31375885009766,8.873806953430176,7.920236587524414
LSTM with Batch Normalization,100,127.6575927734375,119.0593490600586,127.6575927734375,119.0593490600586,8.813467979431152,8.51233959197998
LSTM with Batch Normalization,101,130.95472717285156,105.28082275390625,130.95472717285156,105.28082275390625,8.98990249633789,7.770766735076904
LSTM with Batch Normalization,102,126.16854858398438,109.76646423339844,126.16854858398438,109.76646423339844,8.785775184631348,8.1226806640625
LSTM with Batch Normalization,103,123.74299621582031,104.53465270996094,123.74299621582031,104.53465270996094,8.685750961303711,7.775986671447754
LSTM with Batch Normalization,104,126.70830535888672,113.8497085571289,126.70830535888672,113.8497085571289,8.790565490722656,8.495011329650879
LSTM with Batch Normalization,105,129.30833435058594,102.3113021850586,129.30833435058594,102.3113021850586,8.904448509216309,7.541898250579834
LSTM with Batch Normalization,106,124.85053253173828,101.14093017578125,124.85053253173828,101.14093017578125,8.724896430969238,7.569103240966797
LSTM with Batch Normalization,107,122.24471282958984,101.44831848144531,122.24471282958984,101.44831848144531,8.639287948608398,7.668501853942871
LSTM with Batch Normalization,108,120.10521697998047,100.91028594970703,120.10521697998047,100.91028594970703,8.542878150939941,7.592308521270752
LSTM with Batch Normalization,109,122.64741516113281,96.40117645263672,122.64741516113281,96.40117645263672,8.651761054992676,7.31093168258667
LSTM with Batch Normalization,110,119.90225982666016,97.31685638427734,119.90225982666016,97.31685638427734,8.521844863891602,7.420751094818115
LSTM with Batch Normalization,111,114.21085357666016,99.62738037109375,114.21085357666016,99.62738037109375,8.288766860961914,7.7787580490112305
LSTM with Batch Normalization,112,119.11626434326172,97.88552856445312,119.11626434326172,97.88552856445312,8.495597839355469,7.430089473724365
LSTM with Batch Normalization,113,118.32183837890625,97.38406372070312,118.32183837890625,97.38406372070312,8.450836181640625,7.504003047943115
LSTM with Batch Normalization,114,113.88418579101562,94.40111541748047,113.88418579101562,94.40111541748047,8.28274154663086,7.383331298828125
LSTM with Batch Normalization,115,111.13151550292969,96.17285919189453,111.13151550292969,96.17285919189453,8.172825813293457,7.345878601074219
LSTM with Batch Normalization,116,112.7977066040039,93.06196594238281,112.7977066040039,93.06196594238281,8.237544059753418,7.207316875457764
LSTM with Batch Normalization,117,117.15403747558594,92.02188873291016,117.15403747558594,92.02188873291016,8.421319007873535,7.267641067504883
LSTM with Batch Normalization,118,114.3967056274414,91.14421081542969,114.3967056274414,91.14421081542969,8.321508407592773,7.166058540344238
LSTM with Batch Normalization,119,111.00633239746094,87.7757568359375,111.00633239746094,87.7757568359375,8.210211753845215,6.965968608856201
LSTM with Batch Normalization,120,106.66246795654297,87.02108764648438,106.66246795654297,87.02108764648438,8.002917289733887,6.943687915802002
LSTM with Batch Normalization,121,106.87165832519531,89.26307678222656,106.87165832519531,89.26307678222656,7.9508376121521,7.055266380310059
LSTM with Batch Normalization,122,110.7188491821289,87.0323486328125,110.7188491821289,87.0323486328125,8.173933982849121,6.9548516273498535
LSTM with Batch Normalization,123,109.54389953613281,85.46675109863281,109.54389953613281,85.46675109863281,8.129475593566895,6.848697185516357
LSTM with Batch Normalization,124,110.3053207397461,90.18223571777344,110.3053207397461,90.18223571777344,8.13598346710205,7.186324119567871
LSTM with Batch Normalization,125,108.65823364257812,83.90467071533203,108.65823364257812,83.90467071533203,8.079105377197266,6.738531589508057
LSTM with Batch Normalization,126,106.68489074707031,85.30880737304688,106.68489074707031,85.30880737304688,8.003331184387207,6.895280361175537
LSTM with Batch Normalization,127,113.89790344238281,85.41521453857422,113.89790344238281,85.41521453857422,8.299195289611816,6.9667463302612305
LSTM with Batch Normalization,128,107.81669616699219,104.89163208007812,107.81669616699219,104.89163208007812,8.047906875610352,8.07507610321045
LSTM with Batch Normalization,129,104.25869750976562,86.60291290283203,104.25869750976562,86.60291290283203,7.940167427062988,6.923119068145752
LSTM with Batch Normalization,130,100.07554626464844,85.96682739257812,100.07554626464844,85.96682739257812,7.710244655609131,6.799088001251221
LSTM with Batch Normalization,131,104.11286163330078,81.24146270751953,104.11286163330078,81.24146270751953,7.903594970703125,6.645533561706543
LSTM with Batch Normalization,132,100.42375183105469,82.81319427490234,100.42375183105469,82.81319427490234,7.716007709503174,6.750754356384277
LSTM with Batch Normalization,133,105.7789535522461,93.29924011230469,105.7789535522461,93.29924011230469,7.943524360656738,7.428353309631348
LSTM with Batch Normalization,134,106.8523941040039,83.58975982666016,106.8523941040039,83.58975982666016,8.010406494140625,6.742892265319824
LSTM with Batch Normalization,135,103.41275024414062,89.55294799804688,103.41275024414062,89.55294799804688,7.829535484313965,7.288715362548828
LSTM with Batch Normalization,136,99.90684509277344,82.59439849853516,99.90684509277344,82.59439849853516,7.731696128845215,6.778639316558838
LSTM with Batch Normalization,137,105.96881866455078,80.95570373535156,105.96881866455078,80.95570373535156,7.941644191741943,6.595920562744141
LSTM with Batch Normalization,138,98.97969055175781,78.21783447265625,98.97969055175781,78.21783447265625,7.674190044403076,6.487250804901123
LSTM with Batch Normalization,139,99.42393493652344,82.7583999633789,99.42393493652344,82.7583999633789,7.71592378616333,6.761335372924805
LSTM with Batch Normalization,140,100.90766906738281,83.96949768066406,100.90766906738281,83.96949768066406,7.783653736114502,6.781053066253662
LSTM with Batch Normalization,141,102.05717468261719,81.9457015991211,102.05717468261719,81.9457015991211,7.787181377410889,6.736143112182617
LSTM with Batch Normalization,142,98.26730346679688,79.98816680908203,98.26730346679688,79.98816680908203,7.635931491851807,6.711067199707031
LSTM with Batch Normalization,143,106.63568878173828,78.9369888305664,106.63568878173828,78.9369888305664,7.99606990814209,6.568574905395508
LSTM with Batch Normalization,144,95.70448303222656,79.65131378173828,95.70448303222656,79.65131378173828,7.526745796203613,6.750977516174316
LSTM with Batch Normalization,145,102.73340606689453,79.17439270019531,102.73340606689453,79.17439270019531,7.837310314178467,6.597659111022949
LSTM with Batch Normalization,146,97.4346694946289,84.30400085449219,97.4346694946289,84.30400085449219,7.621720314025879,7.050874710083008
LSTM with Batch Normalization,147,104.11529541015625,78.04450988769531,104.11529541015625,78.04450988769531,7.9114298820495605,6.481430530548096
LSTM with Batch Normalization,148,103.52143859863281,78.94217681884766,103.52143859863281,78.94217681884766,7.872530937194824,6.554633617401123
LSTM with Batch Normalization,149,106.81344604492188,78.69219207763672,106.81344604492188,78.69219207763672,8.028848648071289,6.5670318603515625
LSTM with Batch Normalization,150,98.96068572998047,86.73348999023438,98.96068572998047,86.73348999023438,7.641291618347168,7.2355756759643555
Complex LSTM,1,4453.37841796875,4201.77734375,4453.37841796875,4201.77734375,59.27350997924805,57.020748138427734
Complex LSTM,2,4112.99267578125,3937.183837890625,4112.99267578125,3937.183837890625,56.374595642089844,54.68681716918945
Complex LSTM,3,3885.55517578125,3736.368408203125,3885.55517578125,3736.368408203125,54.37471008300781,52.856868743896484
Complex LSTM,4,3693.59912109375,3556.740234375,3693.59912109375,3556.740234375,52.63101577758789,51.17601013183594
Complex LSTM,5,3518.552734375,3389.805419921875,3518.552734375,3389.805419921875,50.98360061645508,49.57872009277344
Complex LSTM,6,3354.61865234375,3233.36083984375,3354.61865234375,3233.36083984375,49.42761993408203,48.05040740966797
Complex LSTM,7,3199.902587890625,3085.18798828125,3199.902587890625,3085.18798828125,47.91301345825195,46.57305908203125
Complex LSTM,8,3055.230712890625,2945.261474609375,3055.230712890625,2945.261474609375,46.471309661865234,45.15299606323242
Complex LSTM,9,2916.8876953125,2812.34375,2916.8876953125,2812.34375,45.0751953125,43.78455352783203
Complex LSTM,10,2785.32080078125,2686.212646484375,2785.32080078125,2686.212646484375,43.721778869628906,42.46636199951172
Complex LSTM,11,2659.786865234375,2565.756103515625,2659.786865234375,2565.756103515625,42.42811965942383,41.20437240600586
Complex LSTM,12,2540.686279296875,2451.5341796875,2540.686279296875,2451.5341796875,41.187042236328125,39.99844741821289
Complex LSTM,13,2429.230712890625,2341.013916015625,2429.230712890625,2341.013916015625,40.00307846069336,38.78396987915039
Complex LSTM,14,2317.7421875,2232.541015625,2317.7421875,2232.541015625,38.766876220703125,37.516693115234375
Complex LSTM,15,2210.076416015625,2130.953125,2210.076416015625,2130.953125,37.54225158691406,36.42269515991211
Complex LSTM,16,2109.2119140625,2033.635498046875,2109.2119140625,2033.635498046875,36.4470329284668,35.347511291503906
Complex LSTM,17,2012.95751953125,1941.67138671875,2012.95751953125,1941.67138671875,35.42726135253906,34.40048599243164
Complex LSTM,18,1920.633056640625,1852.4420166015625,1920.633056640625,1852.4420166015625,34.466739654541016,33.4005012512207
Complex LSTM,19,1830.7364501953125,1767.052734375,1830.7364501953125,1767.052734375,33.49624252319336,32.5193977355957
Complex LSTM,20,1748.28271484375,1685.3443603515625,1748.28271484375,1685.3443603515625,32.61967849731445,31.63770866394043
Complex LSTM,21,1665.1719970703125,1606.4969482421875,1665.1719970703125,1606.4969482421875,31.720911026000977,30.77159881591797
